ID's,Predictions
13931.0,0.0
3627.0,1.0
16157.0,3.0
10173.0,1.0
18047.0,3.0
10230.0,3.0
15707.0,2.0
11494.0,7.0
1306.0,3.0
6776.0,0.0
9474.0,1.0
7526.0,9.0
5530.0,3.0
3748.0,6.0
13545.0,0.0
663.0,3.0
1998.0,1.0
7994.0,5.0
17879.0,7.0
3304.0,6.0
18237.0,8.0
13808.0,2.0
6585.0,3.0
17675.0,3.0
19965.0,9.0
11649.0,8.0
1636.0,3.0
17082.0,7.0
4737.0,1.0
14555.0,6.0
13877.0,4.0
854.0,1.0
5855.0,2.0
7392.0,3.0
13949.0,9.0
18091.0,1.0
5791.0,2.0
4931.0,4.0
19894.0,5.0
202.0,7.0
11447.0,3.0
12688.0,5.0
4389.0,9.0
2327.0,8.0
8004.0,8.0
19315.0,6.0
7777.0,1.0
197.0,2.0
1930.0,8.0
11774.0,2.0
15087.0,5.0
9339.0,8.0
11589.0,3.0
18895.0,6.0
15708.0,6.0
17043.0,5.0
2811.0,6.0
14243.0,9.0
6546.0,0.0
1986.0,6.0
8338.0,3.0
11411.0,0.0
2911.0,3.0
1734.0,6.0
18227.0,3.0
8680.0,7.0
19360.0,6.0
18343.0,5.0
5759.0,8.0
2385.0,9.0
11111.0,1.0
4736.0,0.0
1802.0,7.0
8155.0,3.0
8120.0,5.0
6616.0,7.0
14257.0,6.0
14486.0,2.0
16646.0,7.0
14075.0,3.0
9208.0,2.0
16371.0,3.0
11835.0,4.0
13168.0,6.0
2049.0,6.0
5423.0,4.0
14589.0,8.0
19492.0,2.0
7158.0,0.0
10248.0,1.0
7400.0,7.0
19554.0,0.0
9874.0,8.0
15151.0,6.0
18639.0,2.0
1154.0,7.0
4499.0,3.0
6295.0,3.0
12183.0,4.0
12874.0,1.0
18032.0,1.0
5539.0,1.0
9637.0,3.0
15586.0,1.0
2557.0,9.0
5592.0,9.0
16482.0,9.0
2200.0,7.0
14172.0,1.0
2961.0,7.0
14207.0,3.0
11969.0,9.0
2869.0,9.0
17340.0,0.0
13992.0,5.0
5699.0,3.0
3987.0,7.0
13446.0,9.0
1218.0,6.0
4735.0,2.0
11296.0,6.0
4555.0,4.0
9146.0,0.0
8050.0,0.0
12757.0,9.0
19830.0,6.0
17429.0,7.0
6893.0,6.0
18077.0,7.0
14373.0,2.0
14565.0,6.0
3436.0,5.0
8754.0,8.0
10677.0,5.0
5895.0,8.0
19738.0,4.0
16609.0,8.0
15636.0,6.0
7022.0,3.0
9151.0,5.0
5600.0,3.0
7996.0,5.0
9007.0,3.0
12946.0,2.0
4642.0,8.0
11312.0,5.0
7679.0,7.0
8208.0,9.0
18589.0,7.0
10716.0,1.0
17453.0,3.0
3444.0,7.0
10757.0,4.0
14434.0,9.0
1060.0,4.0
18711.0,7.0
3420.0,4.0
301.0,3.0
12468.0,3.0
16990.0,2.0
19554.0,4.0
699.0,0.0
190.0,0.0
10492.0,8.0
17364.0,6.0
2975.0,3.0
6102.0,0.0
17568.0,5.0
19711.0,0.0
19778.0,9.0
1816.0,1.0
569.0,4.0
5442.0,3.0
1895.0,3.0
19117.0,0.0
3863.0,1.0
12913.0,3.0
7455.0,9.0
4014.0,7.0
11093.0,9.0
18070.0,2.0
3009.0,5.0
16538.0,3.0
10729.0,2.0
1409.0,2.0
12249.0,0.0
784.0,3.0
8096.0,6.0
7560.0,2.0
12533.0,4.0
7343.0,5.0
7206.0,3.0
5801.0,5.0
19190.0,0.0
16921.0,7.0
5986.0,1.0
18225.0,9.0
10647.0,0.0
8716.0,0.0
19334.0,8.0
12323.0,3.0
4780.0,9.0
2368.0,2.0
12039.0,5.0
6655.0,5.0
8173.0,9.0
4495.0,7.0
10893.0,2.0
13403.0,6.0
13121.0,0.0
10966.0,1.0
853.0,7.0
16958.0,9.0
17532.0,3.0
9907.0,0.0
4777.0,0.0
15338.0,8.0
2491.0,6.0
15328.0,4.0
14599.0,4.0
19508.0,6.0
3051.0,4.0
15979.0,3.0
16388.0,4.0
876.0,9.0
4142.0,0.0
15202.0,9.0
6966.0,6.0
7079.0,9.0
7987.0,2.0
6799.0,4.0
4465.0,9.0
17019.0,3.0
13417.0,5.0
18077.0,2.0
8311.0,1.0
17214.0,6.0
14098.0,8.0
5177.0,2.0
14262.0,8.0
8308.0,6.0
5949.0,0.0
19222.0,8.0
1150.0,7.0
1931.0,5.0
9204.0,7.0
18048.0,1.0
1081.0,6.0
16896.0,2.0
13407.0,5.0
7805.0,1.0
5237.0,5.0
16943.0,0.0
12775.0,3.0
16244.0,6.0
13184.0,0.0
3343.0,1.0
13500.0,1.0
9662.0,8.0
16964.0,3.0
15125.0,0.0
8130.0,4.0
19531.0,4.0
1679.0,8.0
3506.0,3.0
13284.0,6.0
7253.0,7.0
19128.0,3.0
9435.0,7.0
11310.0,1.0
13296.0,3.0
18525.0,2.0
13245.0,1.0
11151.0,4.0
10457.0,6.0
2479.0,8.0
4452.0,3.0
5881.0,7.0
14069.0,6.0
2849.0,9.0
7390.0,5.0
11922.0,5.0
2489.0,1.0
9823.0,3.0
9207.0,9.0
9540.0,9.0
16364.0,4.0
4611.0,4.0
19223.0,7.0
5878.0,7.0
16347.0,7.0
851.0,2.0
18071.0,4.0
6833.0,3.0
11938.0,7.0
2427.0,0.0
4000.0,6.0
5052.0,8.0
2738.0,5.0
5387.0,6.0
8002.0,4.0
5536.0,1.0
13479.0,1.0
3913.0,5.0
17450.0,7.0
10636.0,8.0
5726.0,5.0
3373.0,8.0
12161.0,6.0
2082.0,3.0
16281.0,5.0
15305.0,6.0
9817.0,5.0
11261.0,2.0
417.0,4.0
8808.0,8.0
3267.0,6.0
17209.0,4.0
5745.0,1.0
11338.0,9.0
412.0,3.0
7543.0,4.0
7587.0,1.0
728.0,9.0
11657.0,0.0
5988.0,9.0
18888.0,0.0
2967.0,9.0
14527.0,1.0
19170.0,9.0
16048.0,6.0
17506.0,6.0
17955.0,3.0
5073.0,6.0
5104.0,6.0
2143.0,8.0
7357.0,0.0
12043.0,1.0
3440.0,2.0
5644.0,8.0
10518.0,5.0
14552.0,4.0
2914.0,9.0
13584.0,6.0
12144.0,9.0
14397.0,0.0
8787.0,7.0
14191.0,1.0
728.0,7.0
17749.0,5.0
698.0,4.0
7186.0,5.0
14512.0,4.0
13923.0,9.0
16779.0,2.0
7400.0,3.0
4171.0,1.0
4360.0,8.0
2502.0,7.0
17101.0,5.0
19166.0,9.0
5486.0,2.0
8335.0,5.0
4491.0,7.0
11130.0,8.0
7651.0,8.0
1167.0,4.0
1062.0,4.0
18540.0,7.0
11174.0,0.0
4729.0,9.0
9348.0,2.0
5334.0,7.0
8924.0,2.0
4330.0,3.0
6801.0,7.0
4846.0,9.0
6731.0,0.0
15368.0,8.0
17337.0,2.0
2539.0,3.0
7056.0,3.0
11516.0,7.0
11493.0,4.0
1542.0,0.0
13964.0,8.0
17575.0,2.0
6313.0,2.0
19065.0,2.0
17924.0,7.0
13807.0,7.0
9580.0,2.0
17749.0,7.0
8691.0,0.0
7494.0,0.0
4312.0,0.0
1324.0,0.0
3141.0,3.0
19870.0,9.0
1810.0,3.0
6588.0,3.0
19307.0,7.0
5301.0,4.0
15485.0,8.0
11714.0,6.0
4748.0,4.0
9435.0,3.0
3709.0,8.0
13116.0,5.0
9576.0,9.0
10150.0,7.0
19456.0,5.0
6530.0,8.0
10188.0,9.0
14683.0,0.0
504.0,6.0
1214.0,8.0
1531.0,0.0
823.0,6.0
17312.0,0.0
5029.0,2.0
13428.0,0.0
16517.0,5.0
2105.0,9.0
3627.0,8.0
12972.0,2.0
1852.0,3.0
4910.0,7.0
11003.0,2.0
13843.0,5.0
11704.0,4.0
15761.0,4.0
6190.0,6.0
17640.0,1.0
19760.0,0.0
5645.0,8.0
19870.0,6.0
19968.0,7.0
9588.0,7.0
11829.0,2.0
8053.0,6.0
3330.0,5.0
19087.0,7.0
8662.0,0.0
7114.0,8.0
13323.0,6.0
1353.0,1.0
10975.0,1.0
11023.0,9.0
667.0,4.0
9337.0,0.0
13659.0,1.0
3719.0,1.0
19129.0,0.0
7483.0,2.0
539.0,8.0
4964.0,8.0
4835.0,2.0
6042.0,2.0
14837.0,3.0
7312.0,0.0
5320.0,3.0
13216.0,8.0
2779.0,7.0
17308.0,5.0
1581.0,3.0
19708.0,5.0
12677.0,1.0
5713.0,9.0
16639.0,8.0
4804.0,9.0
18222.0,5.0
10136.0,3.0
9.0,8.0
19255.0,7.0
5124.0,6.0
1015.0,4.0
2193.0,5.0
8415.0,6.0
13550.0,9.0
14512.0,9.0
4158.0,4.0
6970.0,2.0
6938.0,1.0
13772.0,1.0
18017.0,2.0
10344.0,0.0
7266.0,7.0
8702.0,2.0
384.0,0.0
404.0,1.0
8175.0,3.0
15158.0,2.0
12763.0,1.0
18384.0,1.0
9860.0,7.0
5989.0,4.0
15106.0,9.0
17844.0,9.0
3636.0,8.0
10916.0,5.0
4809.0,7.0
13456.0,6.0
15444.0,5.0
5997.0,5.0
2048.0,9.0
12338.0,1.0
17100.0,4.0
4544.0,8.0
4976.0,6.0
12775.0,3.0
10015.0,5.0
3419.0,0.0
14430.0,6.0
7239.0,9.0
14489.0,5.0
16633.0,5.0
10357.0,4.0
17154.0,6.0
4363.0,2.0
10176.0,4.0
17461.0,0.0
8427.0,7.0
8580.0,3.0
4858.0,9.0
10040.0,5.0
19198.0,5.0
19758.0,4.0
15254.0,7.0
11470.0,4.0
1252.0,9.0
6996.0,1.0
12173.0,9.0
4673.0,3.0
15781.0,7.0
13051.0,4.0
6881.0,5.0
6949.0,5.0
9521.0,6.0
8017.0,2.0
6941.0,7.0
10209.0,1.0
17715.0,0.0
9550.0,4.0
4637.0,0.0
4854.0,2.0
19561.0,1.0
10320.0,0.0
18564.0,1.0
4892.0,4.0
7043.0,1.0
16521.0,5.0
19856.0,8.0
19216.0,8.0
19963.0,2.0
4164.0,6.0
7941.0,6.0
14388.0,9.0
5569.0,6.0
4300.0,6.0
6269.0,2.0
3818.0,5.0
12015.0,0.0
12234.0,6.0
18290.0,9.0
6254.0,1.0
17144.0,8.0
7350.0,8.0
15183.0,7.0
6238.0,1.0
6090.0,9.0
11637.0,6.0
12647.0,5.0
9911.0,4.0
8472.0,8.0
18271.0,4.0
3266.0,4.0
666.0,5.0
4188.0,2.0
17055.0,2.0
10161.0,0.0
11314.0,2.0
12891.0,0.0
4777.0,1.0
3900.0,8.0
13716.0,8.0
6981.0,0.0
6376.0,2.0
16907.0,3.0
18777.0,6.0
18977.0,9.0
10160.0,9.0
14124.0,5.0
16282.0,8.0
10488.0,3.0
5240.0,2.0
10453.0,9.0
10478.0,2.0
12394.0,7.0
19262.0,9.0
4432.0,0.0
13568.0,7.0
14178.0,2.0
17660.0,1.0
302.0,1.0
17022.0,7.0
55.0,0.0
13013.0,6.0
8717.0,5.0
8150.0,8.0
2125.0,2.0
11479.0,0.0
15745.0,6.0
16748.0,4.0
6809.0,5.0
4621.0,7.0
15034.0,5.0
13623.0,8.0
5126.0,6.0
5122.0,7.0
18030.0,4.0
17302.0,7.0
19181.0,1.0
5870.0,9.0
1531.0,0.0
8172.0,0.0
19729.0,4.0
7673.0,5.0
6882.0,8.0
1906.0,4.0
3086.0,0.0
13503.0,2.0
8152.0,9.0
5750.0,2.0
12772.0,7.0
10267.0,2.0
1062.0,1.0
18360.0,1.0
17680.0,2.0
6229.0,2.0
16509.0,3.0
15147.0,5.0
4632.0,1.0
6288.0,6.0
3596.0,4.0
11475.0,8.0
6168.0,0.0
9795.0,7.0
7561.0,0.0
8258.0,0.0
16616.0,6.0
6371.0,6.0
14369.0,9.0
12910.0,0.0
7943.0,6.0
12199.0,3.0
15728.0,2.0
6738.0,8.0
15913.0,0.0
2472.0,3.0
19123.0,6.0
15679.0,5.0
1761.0,8.0
10167.0,3.0
10554.0,5.0
17260.0,0.0
14277.0,2.0
3812.0,9.0
17844.0,3.0
18117.0,2.0
1605.0,6.0
5622.0,3.0
6767.0,2.0
11613.0,0.0
19901.0,2.0
10589.0,7.0
13918.0,1.0
13046.0,6.0
2590.0,4.0
17447.0,5.0
4324.0,5.0
10787.0,4.0
9111.0,8.0
5342.0,6.0
16389.0,7.0
8659.0,1.0
14043.0,8.0
8837.0,4.0
117.0,7.0
13917.0,6.0
18935.0,6.0
14309.0,8.0
13234.0,8.0
5560.0,5.0
846.0,2.0
10954.0,9.0
13703.0,3.0
15385.0,3.0
13746.0,1.0
6469.0,1.0
9333.0,1.0
16608.0,1.0
12819.0,0.0
4208.0,1.0
6283.0,0.0
2048.0,8.0
6233.0,3.0
12941.0,2.0
12607.0,3.0
9765.0,6.0
1828.0,9.0
1917.0,6.0
6988.0,0.0
18410.0,4.0
14594.0,4.0
12977.0,4.0
9.0,4.0
16644.0,3.0
9865.0,5.0
2219.0,2.0
7041.0,4.0
18444.0,3.0
5287.0,9.0
1619.0,9.0
8512.0,3.0
1342.0,5.0
10568.0,7.0
19216.0,5.0
19208.0,0.0
18378.0,7.0
14231.0,9.0
3490.0,4.0
9310.0,0.0
7984.0,0.0
17988.0,7.0
12219.0,8.0
235.0,9.0
10161.0,9.0
1908.0,6.0
8567.0,0.0
3530.0,5.0
5256.0,7.0
19019.0,5.0
8162.0,7.0
18944.0,0.0
5415.0,5.0
3391.0,4.0
11157.0,5.0
5951.0,9.0
8007.0,4.0
9064.0,9.0
15524.0,8.0
19282.0,3.0
77.0,0.0
7577.0,1.0
16984.0,2.0
14060.0,9.0
17449.0,5.0
18520.0,1.0
10535.0,0.0
9510.0,3.0
6943.0,4.0
11954.0,8.0
7804.0,9.0
6565.0,7.0
5984.0,4.0
4670.0,0.0
18574.0,2.0
9184.0,1.0
19096.0,4.0
2192.0,2.0
1248.0,8.0
11246.0,0.0
12790.0,7.0
18381.0,8.0
3687.0,1.0
4018.0,1.0
11302.0,8.0
1970.0,3.0
8389.0,2.0
17586.0,9.0
15374.0,8.0
5788.0,5.0
5408.0,0.0
9446.0,2.0
922.0,8.0
419.0,8.0
18588.0,4.0
10789.0,7.0
1120.0,5.0
11260.0,0.0
17334.0,1.0
2336.0,9.0
5373.0,7.0
2243.0,2.0
19029.0,0.0
4612.0,7.0
13946.0,1.0
18249.0,0.0
11104.0,5.0
13429.0,8.0
6371.0,4.0
6359.0,3.0
7863.0,8.0
3228.0,8.0
14382.0,2.0
18755.0,9.0
2891.0,1.0
3756.0,7.0
15770.0,4.0
16478.0,4.0
2674.0,9.0
6898.0,2.0
10147.0,6.0
793.0,3.0
2116.0,4.0
5779.0,9.0
12298.0,3.0
14153.0,0.0
11111.0,4.0
10789.0,4.0
11397.0,4.0
12999.0,7.0
814.0,9.0
16729.0,0.0
10541.0,6.0
2443.0,8.0
10457.0,1.0
10380.0,0.0
7783.0,0.0
11473.0,8.0
17368.0,4.0
15328.0,9.0
827.0,4.0
19915.0,8.0
7147.0,1.0
4451.0,0.0
15343.0,6.0
13635.0,9.0
5959.0,1.0
126.0,4.0
19561.0,4.0
8795.0,5.0
11641.0,3.0
7196.0,8.0
11559.0,4.0
3368.0,2.0
3797.0,9.0
15114.0,4.0
13718.0,7.0
1792.0,7.0
11053.0,6.0
3476.0,8.0
3417.0,2.0
1645.0,7.0
14755.0,3.0
19414.0,7.0
19256.0,3.0
3072.0,9.0
1854.0,7.0
4662.0,8.0
6514.0,5.0
2708.0,2.0
11694.0,4.0
9524.0,5.0
19891.0,4.0
6456.0,0.0
4212.0,3.0
13224.0,6.0
7970.0,9.0
16920.0,4.0
1625.0,8.0
10314.0,9.0
7973.0,8.0
8577.0,2.0
8070.0,3.0
8666.0,4.0
3600.0,9.0
6783.0,2.0
13226.0,0.0
9146.0,2.0
4971.0,7.0
13490.0,8.0
17589.0,9.0
12951.0,8.0
12312.0,6.0
1990.0,8.0
5299.0,8.0
12997.0,0.0
19956.0,2.0
13472.0,4.0
4380.0,4.0
4757.0,8.0
19097.0,4.0
10395.0,1.0
16241.0,6.0
5588.0,7.0
17350.0,1.0
4944.0,4.0
13395.0,5.0
19816.0,5.0
17072.0,4.0
4243.0,6.0
9916.0,7.0
9984.0,4.0
1759.0,4.0
9181.0,1.0
2482.0,9.0
951.0,7.0
2079.0,3.0
2717.0,2.0
9692.0,0.0
7311.0,9.0
18449.0,6.0
768.0,6.0
5490.0,2.0
15534.0,2.0
6645.0,6.0
5232.0,0.0
11485.0,8.0
5797.0,6.0
19719.0,1.0
12342.0,4.0
8038.0,4.0
16002.0,9.0
13087.0,2.0
4873.0,8.0
1481.0,2.0
10093.0,4.0
19835.0,0.0
14422.0,0.0
16438.0,0.0
7643.0,0.0
19846.0,0.0
15708.0,7.0
11271.0,8.0
17216.0,6.0
12600.0,2.0
10998.0,0.0
14295.0,5.0
10682.0,0.0
16380.0,6.0
8519.0,1.0
19694.0,2.0
3300.0,2.0
6722.0,9.0
7218.0,6.0
3054.0,2.0
13575.0,4.0
7970.0,4.0
2143.0,8.0
9503.0,9.0
15149.0,8.0
18922.0,2.0
12175.0,9.0
8356.0,3.0
15070.0,3.0
822.0,9.0
17327.0,0.0
14289.0,7.0
6150.0,2.0
4425.0,7.0
16032.0,4.0
2198.0,1.0
3452.0,1.0
9106.0,3.0
13859.0,2.0
17692.0,5.0
8705.0,0.0
10112.0,0.0
19978.0,2.0
4841.0,0.0
15358.0,2.0
1409.0,4.0
4566.0,6.0
11382.0,4.0
17939.0,5.0
14596.0,8.0
804.0,0.0
13221.0,4.0
1279.0,8.0
13192.0,1.0
7083.0,1.0
11093.0,4.0
17771.0,0.0
12880.0,3.0
15517.0,9.0
19063.0,6.0
2106.0,2.0
16086.0,4.0
4831.0,5.0
19152.0,2.0
3186.0,7.0
2573.0,0.0
12808.0,0.0
2599.0,4.0
4033.0,2.0
8428.0,7.0
1304.0,0.0
17685.0,5.0
18925.0,5.0
18435.0,9.0
8633.0,0.0
11372.0,3.0
8996.0,7.0
16458.0,0.0
5475.0,8.0
7184.0,4.0
12875.0,8.0
1622.0,9.0
15988.0,0.0
8041.0,1.0
16725.0,1.0
18458.0,6.0
7992.0,3.0
15646.0,7.0
17029.0,8.0
4263.0,7.0
14060.0,4.0
15156.0,2.0
8646.0,9.0
11664.0,9.0
2969.0,1.0
3028.0,6.0
19065.0,2.0
3629.0,7.0
3067.0,6.0
5941.0,6.0
17770.0,9.0
19250.0,4.0
11555.0,3.0
13081.0,7.0
6819.0,8.0
11046.0,7.0
17717.0,8.0
2711.0,4.0
4853.0,8.0
7715.0,6.0
8942.0,0.0
15507.0,9.0
15826.0,3.0
1762.0,7.0
15850.0,6.0
12112.0,7.0
12652.0,0.0
6122.0,1.0
481.0,8.0
14536.0,0.0
153.0,6.0
7617.0,2.0
1524.0,4.0
2120.0,7.0
15048.0,8.0
2343.0,4.0
5136.0,9.0
1240.0,6.0
60.0,5.0
9130.0,4.0
18023.0,2.0
12312.0,3.0
13350.0,5.0
12418.0,5.0
1252.0,2.0
8363.0,6.0
9650.0,6.0
19933.0,7.0
18706.0,6.0
16314.0,6.0
4090.0,6.0
6960.0,6.0
3004.0,8.0
16713.0,6.0
3640.0,1.0
1341.0,6.0
11855.0,7.0
338.0,0.0
5895.0,5.0
12254.0,9.0
19092.0,1.0
11344.0,3.0
1750.0,5.0
2421.0,6.0
7119.0,7.0
5319.0,9.0
15896.0,2.0
11918.0,1.0
13849.0,1.0
4873.0,2.0
4806.0,0.0
8592.0,9.0
12182.0,1.0
19541.0,8.0
16774.0,2.0
12045.0,8.0
4430.0,8.0
8820.0,4.0
4232.0,4.0
11122.0,6.0
15023.0,6.0
8007.0,9.0
17905.0,1.0
9018.0,2.0
1500.0,8.0
6737.0,7.0
3294.0,8.0
18803.0,8.0
19426.0,4.0
4497.0,2.0
17850.0,7.0
19945.0,8.0
614.0,0.0
9374.0,8.0
19607.0,8.0
2667.0,1.0
13409.0,5.0
16514.0,8.0
2983.0,7.0
12651.0,6.0
8230.0,3.0
6640.0,9.0
11779.0,6.0
15317.0,3.0
17304.0,6.0
7564.0,0.0
15520.0,8.0
13737.0,9.0
9323.0,8.0
15229.0,9.0
11713.0,3.0
8502.0,3.0
19625.0,4.0
545.0,5.0
4346.0,5.0
9996.0,0.0
15775.0,9.0
13919.0,3.0
3810.0,4.0
7206.0,2.0
9005.0,2.0
16371.0,3.0
12316.0,4.0
18416.0,2.0
8436.0,9.0
12984.0,2.0
271.0,4.0
19895.0,5.0
18155.0,4.0
10616.0,1.0
4361.0,0.0
7069.0,5.0
17304.0,2.0
3430.0,9.0
12676.0,1.0
10816.0,5.0
2050.0,8.0
11692.0,1.0
1165.0,2.0
2033.0,2.0
145.0,1.0
14269.0,9.0
7832.0,6.0
14286.0,3.0
2632.0,3.0
4494.0,6.0
15152.0,6.0
9155.0,8.0
10426.0,2.0
10233.0,9.0
1828.0,9.0
12260.0,7.0
9130.0,0.0
4805.0,4.0
806.0,3.0
8202.0,0.0
1868.0,9.0
14561.0,1.0
15512.0,3.0
14899.0,9.0
16220.0,7.0
15934.0,8.0
5429.0,7.0
9076.0,2.0
3564.0,3.0
1389.0,3.0
11593.0,5.0
7274.0,0.0
17208.0,5.0
18649.0,7.0
17320.0,4.0
10745.0,6.0
14199.0,9.0
15876.0,7.0
18180.0,1.0
8245.0,5.0
7214.0,5.0
726.0,6.0
19120.0,7.0
13832.0,3.0
11362.0,4.0
18297.0,1.0
10106.0,4.0
7657.0,6.0
18850.0,6.0
14551.0,0.0
7906.0,2.0
7287.0,0.0
892.0,9.0
10222.0,6.0
4675.0,1.0
1933.0,4.0
17764.0,7.0
11873.0,8.0
17674.0,1.0
18024.0,6.0
13239.0,7.0
10874.0,5.0
17602.0,9.0
5016.0,4.0
13774.0,9.0
9752.0,2.0
17338.0,0.0
15585.0,1.0
7291.0,5.0
974.0,3.0
4133.0,4.0
14663.0,7.0
3972.0,3.0
5295.0,0.0
13913.0,4.0
9105.0,6.0
8228.0,1.0
9903.0,5.0
3020.0,9.0
8987.0,2.0
12880.0,9.0
5233.0,3.0
9516.0,3.0
14559.0,7.0
16701.0,1.0
2396.0,3.0
18546.0,5.0
19129.0,0.0
1591.0,8.0
11303.0,0.0
6183.0,2.0
1312.0,5.0
7314.0,3.0
18767.0,7.0
19623.0,2.0
2139.0,1.0
14688.0,2.0
18088.0,3.0
6924.0,0.0
362.0,0.0
18988.0,2.0
13481.0,3.0
3738.0,3.0
2469.0,2.0
16106.0,6.0
16940.0,7.0
9017.0,9.0
2808.0,5.0
16370.0,5.0
14870.0,5.0
12713.0,4.0
7561.0,9.0
2719.0,4.0
11700.0,9.0
3741.0,0.0
9766.0,1.0
3998.0,4.0
18787.0,3.0
16077.0,4.0
294.0,4.0
10177.0,6.0
9882.0,7.0
1136.0,5.0
2064.0,8.0
7009.0,6.0
12987.0,6.0
4543.0,0.0
1007.0,1.0
5445.0,9.0
10706.0,4.0
14749.0,6.0
11718.0,7.0
9439.0,1.0
13281.0,4.0
1435.0,1.0
571.0,8.0
2382.0,0.0
5084.0,1.0
16661.0,0.0
13507.0,9.0
7059.0,4.0
18271.0,8.0
12771.0,7.0
17649.0,1.0
7491.0,2.0
14527.0,3.0
17424.0,0.0
14859.0,8.0
8073.0,0.0
9077.0,1.0
19136.0,1.0
11383.0,2.0
16378.0,6.0
2353.0,0.0
4799.0,2.0
17070.0,1.0
11939.0,1.0
2428.0,5.0
11296.0,9.0
7813.0,5.0
14414.0,2.0
11801.0,9.0
11745.0,9.0
13025.0,5.0
3356.0,0.0
14288.0,7.0
6540.0,7.0
16422.0,7.0
3342.0,9.0
9078.0,7.0
2844.0,5.0
10396.0,9.0
17482.0,5.0
18207.0,7.0
13998.0,1.0
13261.0,6.0
19539.0,2.0
3093.0,6.0
11722.0,1.0
19280.0,4.0
11645.0,8.0
15083.0,0.0
988.0,8.0
6446.0,0.0
16335.0,0.0
16133.0,1.0
1682.0,1.0
5626.0,2.0
7424.0,5.0
12857.0,5.0
12155.0,7.0
17317.0,8.0
19982.0,4.0
11425.0,7.0
1980.0,3.0
15522.0,8.0
19440.0,9.0
8984.0,3.0
17175.0,7.0
15883.0,3.0
5390.0,2.0
18639.0,5.0
19994.0,4.0
1607.0,9.0
6573.0,8.0
17368.0,9.0
5776.0,7.0
3676.0,0.0
3380.0,6.0
8711.0,3.0
8782.0,3.0
17434.0,5.0
13997.0,0.0
6342.0,1.0
17343.0,1.0
6059.0,8.0
8884.0,7.0
5655.0,0.0
12091.0,5.0
19330.0,1.0
15251.0,9.0
526.0,4.0
3224.0,8.0
15069.0,0.0
11536.0,3.0
13547.0,0.0
18259.0,3.0
1763.0,2.0
8712.0,1.0
5797.0,7.0
9208.0,1.0
5109.0,7.0
16500.0,8.0
2433.0,5.0
16967.0,8.0
4167.0,6.0
17773.0,4.0
8357.0,1.0
6154.0,8.0
8920.0,6.0
18427.0,0.0
19880.0,7.0
17162.0,2.0
213.0,1.0
3762.0,3.0
13399.0,2.0
9768.0,0.0
10640.0,5.0
6731.0,3.0
19501.0,6.0
5791.0,2.0
15822.0,0.0
8783.0,6.0
13621.0,2.0
16019.0,7.0
2720.0,2.0
8905.0,6.0
9127.0,2.0
16385.0,6.0
6368.0,2.0
14056.0,4.0
12236.0,4.0
18333.0,5.0
14451.0,7.0
17301.0,8.0
19558.0,2.0
10433.0,1.0
15525.0,7.0
89.0,0.0
18093.0,4.0
10361.0,0.0
16369.0,9.0
3041.0,5.0
